process,geometry,iterations,gflops,time,grid_size,l2_norm,linf_norm,threads
8,1x8,1024,27.0927,0.169327,400x400,0.604165,0.992437,1
4,1x4,1024,9.32254,0.492089,400x400,0.604165,0.992437,1
2,1x2,1024,8.40452,0.545839,400x400,0.604165,0.992437,1
